Store,Product,Start Inventory,Sales,Missed Sales,End Inventory,In Transit W+1,In Transit W+2,Holding Cost,Shortage Cost,Cumulative Holding Cost,Cumulative Shortage Cost
61,269,1,1,0.0,0,0,1,0.0,0.0,0.6000000000000001,0.0
61,271,2,2,0.0,0,1,0,0.0,0.0,0.6000000000000001,1.0
61,272,2,1,0.0,1,1,1,0.2,0.0,0.4,2.0
61,273,2,2,1.0,0,1,1,0.0,1.0,0.2,5.0
61,274,3,1,0.0,2,0,0,0.4,0.0,1.7999999999999998,0.0
61,275,3,0,0.0,3,0,0,0.6000000000000001,0.0,2.0,0.0
61,276,2,0,0.0,2,1,1,0.4,0.0,2.2,0.0
61,277,1,1,0.0,0,1,1,0.0,0.0,0.8,1.0
61,278,6,1,0.0,5,0,1,1.0,0.0,4.0,0.0
61,279,6,1,0.0,5,0,0,1.0,0.0,3.4,0.0
61,280,0,0,0.0,0,1,2,0.0,0.0,0.6000000000000001,1.0
61,281,4,2,0.0,2,2,1,0.4,0.0,0.8,0.0
61,282,0,0,0.0,0,3,2,0.0,0.0,1.6,1.0
61,284,3,0,0.0,3,1,0,0.6000000000000001,0.0,1.6,0.0
61,285,1,1,0.0,0,1,1,0.0,0.0,0.2,0.0
61,286,4,0,0.0,4,0,0,0.8,0.0,2.8,0.0
61,287,3,0,0.0,3,0,0,0.6000000000000001,0.0,1.2000000000000002,0.0
61,288,1,0,0.0,1,1,1,0.2,0.0,0.4,2.0
61,289,2,1,0.0,1,1,1,0.2,0.0,0.4,2.0
61,291,1,1,0.0,0,1,1,0.0,0.0,0.4,1.0
61,292,1,0,0.0,1,1,1,0.2,0.0,0.2,2.0
61,293,2,1,0.0,1,1,1,0.2,0.0,0.4,1.0
61,295,3,3,1.0,0,0,0,0.0,1.0,1.4,1.0
61,296,3,0,0.0,3,1,0,0.6000000000000001,0.0,1.2000000000000002,2.0
62,1,2,2,2.0,0,1,1,0.0,2.0,0.6000000000000001,3.0
62,2,1,1,0.0,0,1,2,0.0,0.0,0.4,2.0
62,6,0,0,0.0,0,1,2,0.0,0.0,0.4,2.0
62,8,4,0,0.0,4,3,1,0.8,0.0,1.2000000000000002,3.0
62,12,2,1,0.0,1,1,1,0.2,0.0,0.4,1.0
62,13,2,2,0.0,0,1,0,0.0,0.0,0.2,3.0
62,14,2,0,0.0,2,1,1,0.4,0.0,1.4,0.0
62,19,2,1,0.0,1,0,1,0.2,0.0,0.6000000000000001,1.0
62,20,1,1,0.0,0,0,1,0.0,0.0,0.4,0.0
62,21,2,0,0.0,2,1,1,0.4,0.0,0.8,0.0
62,22,3,1,0.0,2,0,0,0.4,0.0,1.7999999999999998,0.0
62,23,64,38,0.0,26,46,64,5.2,0.0,9.2,10.0
62,29,1,1,0.0,0,0,2,0.0,0.0,1.4,0.0
62,37,2,1,0.0,1,1,0,0.2,0.0,1.0,1.0
62,40,2,0,0.0,2,1,1,0.4,0.0,1.0,1.0
62,47,14,14,5.0,0,11,12,0.0,5.0,1.4,22.0
62,48,14,14,4.0,0,11,10,0.0,4.0,1.4,18.0
62,50,1,1,0.0,0,0,1,0.0,0.0,0.2,0.0
62,52,1,1,0.0,0,1,1,0.0,0.0,1.0,0.0
62,61,4,1,0.0,3,1,0,0.6000000000000001,0.0,1.8000000000000005,0.0
62,63,1,0,0.0,1,1,1,0.2,0.0,1.0,1.0
62,64,3,2,0.0,1,2,2,0.2,0.0,0.8,3.0
62,70,2,0,0.0,2,2,1,0.4,0.0,0.6000000000000001,4.0
62,72,1,1,3.0,0,0,1,0.0,3.0,1.2,3.0
62,74,1,0,0.0,1,1,2,0.2,0.0,0.2,3.0
62,77,1,1,0.0,0,1,2,0.0,0.0,0.0,6.0
62,80,6,0,0.0,6,1,1,1.2000000000000002,0.0,2.8000000000000003,0.0
62,84,3,2,0.0,1,1,0,0.2,0.0,0.4,2.0
62,86,2,0,0.0,2,1,1,0.4,0.0,0.6000000000000001,2.0
62,87,4,1,0.0,3,3,4,0.6000000000000001,0.0,0.8,8.0
62,88,3,3,2.0,0,4,3,0.0,2.0,1.0,10.0
62,89,3,0,0.0,3,3,4,0.6000000000000001,0.0,0.6000000000000001,1.0
62,90,2,2,0.0,0,1,1,0.0,0.0,0.0,4.0
62,91,3,2,0.0,1,0,0,0.2,0.0,2.4000000000000004,0.0
62,92,1,1,2.0,0,1,2,0.0,2.0,1.0,3.0
62,93,0,0,1.0,0,1,2,0.0,1.0,0.6000000000000001,1.0
62,94,0,0,5.0,0,1,2,0.0,5.0,0.8,6.0
62,96,3,1,0.0,2,0,0,0.4,0.0,1.7999999999999998,0.0
62,99,11,8,0.0,3,12,14,0.6000000000000001,0.0,0.6000000000000001,24.0
62,100,3,1,0.0,2,1,1,0.4,0.0,0.8,4.0
62,102,2,2,0.0,0,2,2,0.0,0.0,0.4,0.0
62,104,1,1,1.0,0,1,2,0.0,1.0,0.0,5.0
62,107,2,2,1.0,0,2,3,0.0,1.0,0.4,5.0
62,112,3,0,0.0,3,1,0,0.6000000000000001,0.0,1.2000000000000002,1.0
62,113,2,0,0.0,2,0,1,0.4,0.0,2.0,0.0
62,114,2,1,0.0,1,1,1,0.2,0.0,0.2,1.0
62,117,2,0,0.0,2,1,1,0.4,0.0,1.0,0.0
62,118,3,0,0.0,3,0,0,0.6000000000000001,0.0,2.0,0.0
62,119,1,0,0.0,1,2,1,0.2,0.0,0.2,8.0
62,120,4,0,0.0,4,0,0,0.8,0.0,2.8,0.0
62,121,2,1,0.0,1,1,0,0.2,0.0,0.6000000000000001,2.0
62,126,24,12,0.0,12,1,0,2.4000000000000004,0.0,18.6,0.0
62,128,7,3,0.0,4,1,0,0.8,0.0,3.0,0.0
62,135,7,3,0.0,4,0,0,0.8,0.0,5.4,0.0
62,136,2,2,0.0,0,1,2,0.0,0.0,1.2,0.0
62,141,3,0,0.0,3,1,0,0.6000000000000001,0.0,1.8000000000000005,1.0
62,143,5,0,0.0,5,1,0,1.0,0.0,1.6,7.0
62,146,2,2,0.0,0,1,0,0.0,0.0,1.0,2.0
62,147,1,1,0.0,0,1,1,0.0,0.0,0.2,3.0
62,148,3,0,0.0,3,3,1,0.6000000000000001,0.0,1.0,12.0
62,151,3,0,0.0,3,1,0,0.6000000000000001,0.0,1.4,1.0
62,153,1,1,2.0,0,1,1,0.0,2.0,0.4,3.0
62,154,2,2,2.0,0,2,3,0.0,2.0,0.6000000000000001,8.0
62,155,0,0,0.0,0,1,2,0.0,0.0,0.4,0.0
62,156,2,2,1.0,0,2,2,0.0,1.0,1.7999999999999998,1.0
62,159,2,0,0.0,2,2,2,0.4,0.0,0.8,2.0
62,160,2,0,0.0,2,1,1,0.4,0.0,0.8,0.0
62,161,1,1,0.0,0,0,2,0.0,0.0,0.6000000000000001,0.0
62,162,2,0,0.0,2,0,1,0.4,0.0,1.2000000000000002,1.0
62,163,2,1,0.0,1,1,1,0.2,0.0,1.2,0.0
62,164,8,1,0.0,7,1,0,1.4,0.0,2.8,3.0
62,165,0,0,0.0,0,1,2,0.0,0.0,0.6000000000000001,1.0
62,166,2,0,0.0,2,1,1,0.4,0.0,0.8,0.0
62,169,1,1,0.0,0,1,2,0.0,0.0,0.6000000000000001,1.0
62,170,1,1,0.0,0,1,2,0.0,0.0,0.6000000000000001,1.0
62,171,2,0,0.0,2,0,1,0.4,0.0,1.2000000000000002,1.0
62,172,1,1,0.0,0,1,2,0.0,0.0,0.8,1.0
62,175,0,0,3.0,0,1,2,0.0,3.0,0.2,4.0
62,176,4,0,0.0,4,1,0,0.8,0.0,2.8,0.0
62,177,3,0,0.0,3,0,0,0.6000000000000001,0.0,2.6,0.0
62,178,2,1,0.0,1,0,2,0.2,0.0,2.4000000000000004,0.0
62,190,0,0,0.0,0,0,2,0.0,0.0,0.6000000000000001,0.0
62,191,1,1,0.0,0,1,1,0.0,0.0,0.8,0.0
62,192,1,1,0.0,0,1,1,0.0,0.0,0.2,2.0
62,198,1,0,0.0,1,0,1,0.2,0.0,1.6,0.0
62,199,1,1,1.0,0,1,4,0.0,1.0,2.2,5.0
62,202,5,1,0.0,4,0,0,0.8,0.0,3.6,0.0
62,203,2,0,0.0,2,0,1,0.4,0.0,1.7999999999999998,0.0
62,204,1,0,0.0,1,2,3,0.2,0.0,0.6000000000000001,6.0
62,205,2,0,0.0,2,0,1,0.4,0.0,1.6,0.0
62,206,1,1,2.0,0,1,2,0.0,2.0,1.0,3.0
62,209,1,1,0.0,0,1,1,0.0,0.0,0.2,2.0
62,210,2,2,1.0,0,2,2,0.0,1.0,0.4,1.0
62,213,1,1,0.0,0,1,1,0.0,0.0,0.2,2.0
62,214,2,2,3.0,0,3,4,0.0,3.0,1.6,6.0
62,216,1,1,0.0,0,1,2,0.0,0.0,0.6000000000000001,0.0
62,217,2,1,0.0,1,0,1,0.2,0.0,0.6000000000000001,0.0
62,218,3,2,0.0,1,4,3,0.2,0.0,0.4,11.0
62,224,2,0,0.0,2,1,0,0.4,0.0,0.6000000000000001,1.0
62,225,2,1,0.0,1,1,1,0.2,0.0,0.4,0.0
62,226,5,5,6.0,0,6,6,0.0,6.0,0.0,30.0
62,233,1,1,0.0,0,1,2,0.0,0.0,0.2,4.0
62,238,1,0,0.0,1,1,2,0.2,0.0,1.6,0.0
62,239,0,0,0.0,0,1,1,0.0,0.0,0.4,1.0
62,246,2,0,0.0,2,1,1,0.4,0.0,0.6000000000000001,0.0
62,248,2,2,1.0,0,1,1,0.0,1.0,0.4,1.0
62,254,2,1,0.0,1,1,1,0.2,0.0,1.2,0.0
62,262,1,0,0.0,1,1,1,0.2,0.0,0.4,4.0
62,268,2,1,0.0,1,1,1,0.2,0.0,0.6000000000000001,1.0
62,271,2,0,0.0,2,0,1,0.4,0.0,0.8,0.0
62,276,2,0,0.0,2,0,1,0.4,0.0,1.7999999999999998,0.0
62,278,0,0,0.0,0,1,2,0.0,0.0,0.6000000000000001,1.0
62,279,2,2,2.0,0,1,1,0.0,2.0,0.6000000000000001,2.0
62,281,0,0,0.0,0,1,2,0.0,0.0,0.6000000000000001,1.0
62,282,4,4,0.0,0,0,0,0.0,0.0,2.6,0.0
62,283,2,2,0.0,0,1,1,0.0,0.0,0.4,0.0
62,284,3,1,0.0,2,0,0,0.4,0.0,2.2000000000000006,0.0
62,287,3,1,0.0,2,0,0,0.4,0.0,1.7999999999999998,0.0
62,288,0,0,0.0,0,1,2,0.0,0.0,0.4,0.0
62,289,3,0,0.0,3,0,0,0.6000000000000001,0.0,2.4000000000000004,0.0
62,291,3,2,0.0,1,0,0,0.2,0.0,1.6,0.0
62,294,2,2,0.0,0,0,0,0.0,0.0,1.0,1.0
62,296,2,0,0.0,2,0,1,0.4,0.0,1.0,2.0
63,2,1,0,0.0,1,0,2,0.2,0.0,0.6000000000000001,6.0
63,19,2,0,0.0,2,0,1,0.4,0.0,1.4,0.0
63,23,107,31,0.0,76,69,37,15.2,0.0,33.4,0.0
63,27,3,0,0.0,3,0,0,0.6000000000000001,0.0,1.8000000000000005,0.0
63,30,4,0,0.0,4,0,1,0.8,0.0,3.2,0.0
63,47,15,10,0.0,5,12,8,1.0,0.0,1.0,31.0
63,48,14,10,0.0,4,12,8,0.8,0.0,0.8,28.0
63,49,2,0,0.0,2,1,2,0.4,0.0,0.4,4.0
63,53,2,1,0.0,1,0,1,0.2,0.0,1.4,0.0
63,54,9,5,0.0,4,7,8,0.8,0.0,0.8,21.0
63,56,5,0,0.0,5,0,0,1.0,0.0,4.2,0.0
63,63,3,0,0.0,3,1,1,0.6000000000000001,0.0,2.6,0.0
63,73,1,0,0.0,1,1,1,0.2,0.0,0.2,3.0
63,83,2,0,0.0,2,1,0,0.4,0.0,0.6000000000000001,0.0
63,87,3,0,0.0,3,1,0,0.6000000000000001,0.0,1.2000000000000002,1.0
63,88,1,1,0.0,0,0,1,0.0,0.0,0.8,2.0
63,92,2,1,0.0,1,1,1,0.2,0.0,1.0,0.0
63,97,2,0,0.0,2,0,1,0.4,0.0,1.6,0.0
63,99,7,5,0.0,2,2,3,0.4,0.0,3.4,0.0
63,100,3,1,0.0,2,0,0,0.4,0.0,1.0,0.0
63,107,3,1,0.0,2,2,2,0.4,0.0,0.4,5.0
63,111,5,1,0.0,4,1,1,0.8,0.0,1.8,2.0
63,113,1,1,0.0,0,0,2,0.0,0.0,0.2,7.0
63,119,4,0,0.0,4,0,0,0.8,0.0,2.8,0.0
63,124,97,97,4.0,0,91,86,0.0,4.0,0.0,106.0
63,126,21,4,0.0,17,6,6,3.4000000000000004,0.0,7.2,0.0
63,128,1,0,0.0,1,2,1,0.2,0.0,0.2,9.0
63,135,4,3,0.0,1,0,0,0.2,0.0,2.4000000000000004,0.0
63,136,7,2,0.0,5,1,0,1.0,0.0,2.2,1.0
63,138,2,0,0.0,2,0,0,0.4,0.0,1.6,0.0
63,154,2,1,0.0,1,0,1,0.2,0.0,1.2,1.0
63,160,3,1,0.0,2,0,0,0.4,0.0,1.7999999999999998,0.0
63,168,3,2,0.0,1,0,0,0.2,0.0,1.8,0.0
63,169,2,0,0.0,2,1,1,0.4,0.0,0.8,1.0
63,178,3,1,0.0,2,1,0,0.4,0.0,0.8,0.0
63,186,32,21,0.0,11,16,17,2.2,0.0,4.6000000000000005,7.0
63,188,2,0,0.0,2,1,1,0.4,0.0,1.0,2.0
63,189,2,0,0.0,2,2,1,0.4,0.0,1.0,1.0
63,200,3,1,0.0,2,0,0,0.4,0.0,2.0,0.0
63,207,2,0,0.0,2,1,1,0.4,0.0,0.8,1.0
63,213,2,0,0.0,2,1,1,0.4,0.0,1.0,1.0
63,214,1,1,0.0,0,1,2,0.0,0.0,0.2,6.0
63,218,3,0,0.0,3,1,0,0.6000000000000001,0.0,1.0,1.0
63,227,0,0,0.0,0,2,4,0.0,0.0,0.4,13.0
63,228,3,0,0.0,3,0,0,0.6000000000000001,0.0,2.6,0.0
63,234,2,2,0.0,0,0,1,0.0,0.0,1.2000000000000002,0.0
63,237,1,1,1.0,0,1,2,0.0,1.0,0.4,4.0
63,239,1,1,0.0,0,1,1,0.0,0.0,0.6000000000000001,1.0
63,240,2,2,1.0,0,2,2,0.0,1.0,0.4,8.0
63,268,1,0,0.0,1,1,1,0.2,0.0,0.4,3.0
63,278,2,0,0.0,2,1,1,0.4,0.0,1.6,0.0
63,279,3,0,0.0,3,0,1,0.6000000000000001,0.0,2.4000000000000004,0.0
63,284,0,0,1.0,0,1,2,0.0,1.0,1.0,2.0
63,290,3,0,0.0,3,0,0,0.6000000000000001,0.0,2.4000000000000004,0.0
64,4,3,0,0.0,3,0,1,0.6000000000000001,0.0,2.4000000000000004,0.0
64,16,11,4,0.0,7,3,3,1.4,0.0,3.4000000000000004,2.0
64,17,106,36,0.0,70,20,33,14.0,0.0,44.6,0.0
64,20,2,1,0.0,1,1,1,0.2,0.0,0.6000000000000001,0.0
64,21,4,0,0.0,4,1,0,0.8,0.0,2.0,0.0
64,23,135,27,0.0,108,5,0,21.6,0.0,64.80000000000001,0.0
64,55,8,2,0.0,6,1,0,1.2000000000000002,0.0,3.000000000000001,1.0
64,63,1,0,0.0,1,1,1,0.2,0.0,0.4,0.0
64,103,13,0,0.0,13,2,1,2.6,0.0,10.8,0.0
64,150,2,0,0.0,2,1,0,0.4,0.0,1.0,0.0
64,193,1,0,0.0,1,1,1,0.2,0.0,0.8,2.0
64,238,1,1,0.0,0,0,1,0.0,0.0,1.0,0.0
65,126,3,3,2.0,0,4,4,0.0,2.0,0.0,5.0
66,124,14,6,0.0,8,8,6,1.6,0.0,2.8000000000000003,3.0
66,126,5,3,0.0,2,4,2,0.4,0.0,0.8,10.0
