date,day_of_week,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,year,day_of_month,days_from_christmas,week_of_year,weeks_since_start,year_fraction,month_sin,month_cos,week_sin,week_cos,is_month_end,is_quarter_end,is_holiday_week,days_from_easter,days_from_thanksgiving,days_from_black_friday,days_from_newyear,days_from_valentines,days_from_mothers_day,days_from_fathers_day,days_from_halloween,days_from_back_to_school,weeks_to_competition_start,is_competition_period
2023-04-24,0,0,0,0,1,0,0,0,0,0,0,0,0,2023,24,120,17,106,2023.3076923076924,1.0,6.123233995736766e-17,0.9350162426854148,-0.35460488704253545,0,0,0,15,152,151,113,69,-20,-55,175,-113,103.14285714285714,0
2023-05-01,0,0,0,0,0,1,0,0,0,0,0,0,0,2023,1,127,18,107,2023.326923076923,0.8660254037844387,-0.4999999999999998,0.8854560256532099,-0.4647231720437685,0,0,0,22,159,158,120,76,-13,-48,182,-106,102.14285714285714,0
2023-05-08,0,0,0,0,0,1,0,0,0,0,0,0,0,2023,8,134,19,108,2023.3461538461538,0.8660254037844387,-0.4999999999999998,0.8229838658936565,-0.5680647467311557,0,0,1,29,166,165,127,83,-6,-41,-176,-99,101.14285714285714,0
2023-05-15,0,0,0,0,0,1,0,0,0,0,0,0,0,2023,15,141,20,109,2023.3653846153845,0.8660254037844387,-0.4999999999999998,0.7485107481711013,-0.663122658240795,0,0,1,36,173,172,134,90,1,-34,-169,-92,100.14285714285714,0
2023-05-22,0,0,0,0,0,1,0,0,0,0,0,0,0,2023,22,148,21,110,2023.3846153846155,0.8660254037844387,-0.4999999999999998,0.6631226582407952,-0.7485107481711012,0,0,0,43,180,179,141,97,8,-27,-162,-85,99.14285714285714,0
2023-05-29,0,0,0,0,0,1,0,0,0,0,0,0,0,2023,29,155,22,111,2023.4038461538462,0.8660254037844387,-0.4999999999999998,0.5680647467311558,-0.8229838658936564,0,0,0,50,-178,-179,148,104,15,-20,-155,-78,98.14285714285714,0
2023-06-05,0,0,0,0,0,0,1,0,0,0,0,0,0,2023,5,162,23,112,2023.423076923077,0.49999999999999994,-0.8660254037844387,0.46472317204376906,-0.8854560256532096,0,0,0,57,-171,-172,155,111,22,-13,-148,-71,97.14285714285714,0
2023-06-12,0,0,0,0,0,0,1,0,0,0,0,0,0,2023,12,169,24,113,2023.4423076923076,0.49999999999999994,-0.8660254037844387,0.35460488704253584,-0.9350162426854147,0,0,1,64,-164,-165,162,118,29,-6,-141,-64,96.14285714285714,0
2023-06-19,0,0,0,0,0,0,1,0,0,0,0,0,0,2023,19,176,25,114,2023.4615384615386,0.49999999999999994,-0.8660254037844387,0.23931566428755768,-0.970941817426052,0,0,1,71,-157,-158,169,125,36,1,-134,-57,95.14285714285714,0
2023-06-26,0,0,0,0,0,0,1,0,0,0,0,0,0,2023,26,-182,26,115,2023.4807692307693,0.49999999999999994,-0.8660254037844387,0.12053668025532308,-0.992708874098054,0,0,0,78,-150,-151,176,132,43,8,-127,-50,94.14285714285714,0
2023-07-03,0,0,0,0,0,0,0,1,0,0,0,0,0,2023,3,-175,27,116,2023.5,1.2246467991473532e-16,-1.0,-3.216245299353273e-16,-1.0,0,0,0,85,-143,-144,-182,139,50,15,-120,-43,93.14285714285714,0
2023-07-10,0,0,0,0,0,0,0,1,0,0,0,0,0,2023,10,-168,28,117,2023.5192307692307,1.2246467991473532e-16,-1.0,-0.12053668025532283,-0.992708874098054,0,0,0,92,-136,-137,-175,146,57,22,-113,-36,92.14285714285714,0
2023-07-17,0,0,0,0,0,0,0,1,0,0,0,0,0,2023,17,-161,29,118,2023.5384615384614,1.2246467991473532e-16,-1.0,-0.23931566428755743,-0.9709418174260521,0,0,0,99,-129,-130,-168,153,64,29,-106,-29,91.14285714285714,0
2023-07-24,0,0,0,0,0,0,0,1,0,0,0,0,0,2023,24,-154,30,119,2023.5576923076924,1.2246467991473532e-16,-1.0,-0.3546048870425356,-0.9350162426854148,0,0,0,106,-122,-123,-161,160,71,36,-99,-22,90.14285714285714,0
2023-07-31,0,0,0,0,0,0,0,1,0,0,0,0,0,2023,31,-147,31,120,2023.576923076923,1.2246467991473532e-16,-1.0,-0.46472317204376806,-0.8854560256532101,1,0,0,113,-115,-116,-154,167,78,43,-92,-15,89.14285714285714,0
2023-08-07,0,0,0,0,0,0,0,0,1,0,0,0,0,2023,7,-140,32,121,2023.5961538461538,-0.4999999999999997,-0.8660254037844388,-0.5680647467311556,-0.8229838658936565,0,0,0,120,-108,-109,-147,174,85,50,-85,-8,88.14285714285714,0
2023-08-14,0,0,0,0,0,0,0,0,1,0,0,0,0,2023,14,-133,33,122,2023.6153846153845,-0.4999999999999997,-0.8660254037844388,-0.663122658240795,-0.7485107481711013,0,0,0,127,-101,-102,-140,181,92,57,-78,-1,87.14285714285714,0
2023-08-21,0,0,0,0,0,0,0,0,1,0,0,0,0,2023,21,-126,34,123,2023.6346153846155,-0.4999999999999997,-0.8660254037844388,-0.7485107481711011,-0.6631226582407952,0,0,0,134,-94,-95,-133,-177,99,64,-71,6,86.14285714285714,0
2023-08-28,0,0,0,0,0,0,0,0,1,0,0,0,0,2023,28,-119,35,124,2023.6538461538462,-0.4999999999999997,-0.8660254037844388,-0.8229838658936564,-0.5680647467311559,0,0,0,141,-87,-88,-126,-170,106,71,-64,13,85.14285714285714,0
2023-09-04,0,0,0,0,0,0,0,0,0,1,0,0,0,2023,4,-112,36,125,2023.673076923077,-0.8660254037844384,-0.5000000000000004,-0.8854560256532096,-0.4647231720437691,0,0,0,148,-80,-81,-119,-163,113,78,-57,20,84.14285714285714,0
2023-09-11,0,0,0,0,0,0,0,0,0,1,0,0,0,2023,11,-105,37,126,2023.6923076923076,-0.8660254037844384,-0.5000000000000004,-0.9350162426854147,-0.3546048870425359,0,0,0,155,-73,-74,-112,-156,120,85,-50,27,83.14285714285714,0
2023-09-18,0,0,0,0,0,0,0,0,0,1,0,0,0,2023,18,-98,38,127,2023.7115384615386,-0.8660254037844384,-0.5000000000000004,-0.970941817426052,-0.23931566428755774,0,0,0,162,-66,-67,-105,-149,127,92,-43,34,82.14285714285714,0
2023-09-25,0,0,0,0,0,0,0,0,0,1,0,0,0,2023,25,-91,39,128,2023.7307692307693,-0.8660254037844384,-0.5000000000000004,-0.992708874098054,-0.12053668025532357,0,0,0,169,-59,-60,-98,-142,134,99,-36,41,81.14285714285714,0
2023-10-02,0,0,0,0,0,0,0,0,0,0,1,0,0,2023,2,-84,40,129,2023.75,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,0,0,0,176,-52,-53,-91,-135,141,106,-29,48,80.14285714285714,0
2023-10-09,0,0,0,0,0,0,0,0,0,0,1,0,0,2023,9,-77,41,130,2023.7692307692307,-1.0,-1.8369701987210297e-16,-0.992708874098054,0.1205366802553232,0,0,0,183,-45,-46,-84,-128,148,113,-22,55,79.14285714285714,0
2023-10-16,0,0,0,0,0,0,0,0,0,0,1,0,0,2023,16,-70,42,131,2023.7884615384614,-1.0,-1.8369701987210297e-16,-0.9709418174260521,0.23931566428755738,0,0,0,-176,-38,-39,-77,-121,155,120,-15,62,78.14285714285714,0
2023-10-23,0,0,0,0,0,0,0,0,0,0,1,0,0,2023,23,-63,43,132,2023.8076923076924,-1.0,-1.8369701987210297e-16,-0.9350162426854148,0.35460488704253557,0,0,0,-169,-31,-32,-70,-114,162,127,-8,69,77.14285714285714,0
2023-10-30,0,0,0,0,0,0,0,0,0,0,1,0,0,2023,30,-56,44,133,2023.826923076923,-1.0,-1.8369701987210297e-16,-0.8854560256532101,0.464723172043768,0,0,1,-162,-24,-25,-63,-107,169,134,-1,76,76.14285714285714,0
2023-11-06,0,0,0,0,0,0,0,0,0,0,0,1,0,2023,6,-49,45,134,2023.8461538461538,-0.8660254037844386,0.5000000000000001,-0.822983865893657,0.5680647467311548,0,0,1,-155,-17,-18,-56,-100,176,141,6,83,75.14285714285714,0
2023-11-13,0,0,0,0,0,0,0,0,0,0,0,1,0,2023,13,-42,46,135,2023.8653846153845,-0.8660254037844386,0.5000000000000001,-0.7485107481711011,0.6631226582407952,0,0,0,-148,-10,-11,-49,-93,183,148,13,90,74.14285714285714,0
2023-11-20,0,0,0,0,0,0,0,0,0,0,0,1,0,2023,20,-35,47,136,2023.8846153846155,-0.8660254037844386,0.5000000000000001,-0.6631226582407955,0.7485107481711007,0,0,1,-141,-3,-4,-42,-86,-176,155,20,97,73.14285714285714,0
2023-11-27,0,0,0,0,0,0,0,0,0,0,0,1,0,2023,27,-28,48,137,2023.9038461538462,-0.8660254037844386,0.5000000000000001,-0.5680647467311559,0.8229838658936564,0,0,1,-134,4,3,-35,-79,-169,162,27,104,72.14285714285714,0
2023-12-04,0,0,0,0,0,0,0,0,0,0,0,0,1,2023,4,-21,49,138,2023.923076923077,-0.5000000000000004,0.8660254037844384,-0.4647231720437684,0.88545602565321,0,0,0,-127,11,10,-28,-72,-162,169,34,111,71.14285714285714,0
2023-12-11,0,0,0,0,0,0,0,0,0,0,0,0,1,2023,11,-14,50,139,2023.9423076923076,-0.5000000000000004,0.8660254037844384,-0.35460488704253595,0.9350162426854147,0,0,0,-120,18,17,-21,-65,-155,176,41,118,70.14285714285714,0
2023-12-18,0,0,0,0,0,0,0,0,0,0,0,0,1,2023,18,-7,51,140,2023.9615384615386,-0.5000000000000004,0.8660254037844384,-0.2393156642875578,0.970941817426052,0,0,1,-113,25,24,-14,-58,-148,183,48,125,69.14285714285714,0
2023-12-25,0,0,0,0,0,0,0,0,0,0,0,0,1,2023,25,0,52,141,2023.9807692307693,-0.5000000000000004,0.8660254037844384,-0.12053668025532363,0.992708874098054,0,0,1,-106,32,31,-7,-51,-141,-176,55,132,68.14285714285714,0
2024-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,2024,1,7,1,142,2024.0,0.0,1.0,0.0,1.0,0,0,1,-90,34,33,0,-44,-132,-167,62,139,67.14285714285714,0
2024-01-08,0,1,0,0,0,0,0,0,0,0,0,0,0,2024,8,14,2,143,2024.0192307692307,0.0,1.0,0.12053668025532305,0.992708874098054,0,0,1,-83,41,40,7,-37,-125,-160,69,146,66.14285714285714,0
2024-01-15,0,1,0,0,0,0,0,0,0,0,0,0,0,2024,15,21,3,144,2024.0384615384614,0.0,1.0,0.23931566428755774,0.970941817426052,0,0,0,-76,48,47,14,-30,-118,-153,76,153,65.14285714285714,0
2024-01-22,0,1,0,0,0,0,0,0,0,0,0,0,0,2024,22,28,4,145,2024.0576923076924,0.0,1.0,0.3546048870425356,0.9350162426854148,0,0,0,-69,55,54,21,-23,-111,-146,83,160,64.14285714285714,0
2024-01-29,0,1,0,0,0,0,0,0,0,0,0,0,0,2024,29,35,5,146,2024.076923076923,0.0,1.0,0.4647231720437685,0.8854560256532099,0,0,0,-62,62,61,28,-16,-104,-139,90,167,63.142857142857146,0
2024-02-05,0,0,1,0,0,0,0,0,0,0,0,0,0,2024,5,42,6,147,2024.0961538461538,0.49999999999999994,0.8660254037844387,0.5680647467311558,0.8229838658936564,0,0,0,-55,69,68,35,-9,-97,-132,97,174,62.142857142857146,0
2024-02-12,0,0,1,0,0,0,0,0,0,0,0,0,0,2024,12,49,7,148,2024.1153846153845,0.49999999999999994,0.8660254037844387,0.6631226582407952,0.7485107481711011,0,0,1,-48,76,75,42,-2,-90,-125,104,181,61.142857142857146,0
2024-02-19,0,0,1,0,0,0,0,0,0,0,0,0,0,2024,19,56,8,149,2024.1346153846155,0.49999999999999994,0.8660254037844387,0.7485107481711011,0.6631226582407953,0,0,1,-41,83,82,49,5,-83,-118,111,-178,60.142857142857146,0
2024-02-26,0,0,1,0,0,0,0,0,0,0,0,0,0,2024,26,63,9,150,2024.1538461538462,0.49999999999999994,0.8660254037844387,0.8229838658936564,0.5680647467311559,0,0,0,-34,90,89,56,12,-76,-111,118,-171,59.142857142857146,0
2024-03-04,0,0,0,1,0,0,0,0,0,0,0,0,0,2024,4,70,10,151,2024.173076923077,0.8660254037844386,0.5000000000000001,0.8854560256532099,0.4647231720437686,0,0,0,-27,97,96,63,19,-69,-104,125,-164,58.142857142857146,0
2024-03-11,0,0,0,1,0,0,0,0,0,0,0,0,0,2024,11,77,11,152,2024.1923076923076,0.8660254037844386,0.5000000000000001,0.9350162426854148,0.35460488704253557,0,0,0,-20,104,103,70,26,-62,-97,132,-157,57.142857142857146,0
2024-03-18,0,0,0,1,0,0,0,0,0,0,0,0,0,2024,18,84,12,153,2024.2115384615386,0.8660254037844386,0.5000000000000001,0.970941817426052,0.23931566428755804,0,0,0,-13,111,110,77,33,-55,-90,139,-150,56.142857142857146,0
2024-03-25,0,0,0,1,0,0,0,0,0,0,0,0,0,2024,25,91,13,154,2024.2307692307693,0.8660254037844386,0.5000000000000001,0.992708874098054,0.120536680255323,0,0,1,-6,118,117,84,40,-48,-83,146,-143,55.142857142857146,0
2024-04-01,0,0,0,0,1,0,0,0,0,0,0,0,0,2024,1,98,14,155,2024.25,1.0,6.123233995736766e-17,1.0,-1.6081226496766364e-16,0,0,1,1,125,124,91,47,-41,-76,153,-136,54.142857142857146,0
2024-04-08,0,0,0,0,1,0,0,0,0,0,0,0,0,2024,8,105,15,156,2024.2692307692307,1.0,6.123233995736766e-17,0.992708874098054,-0.12053668025532288,0,0,0,8,132,131,98,54,-34,-69,160,-129,53.142857142857146,0
2024-04-15,0,0,0,0,1,0,0,0,0,0,0,0,0,2024,15,112,16,157,2024.2884615384614,1.0,6.123233995736766e-17,0.9709418174260521,-0.2393156642875575,0,0,0,15,139,138,105,61,-27,-62,167,-122,52.142857142857146,0
2024-04-22,0,0,0,0,1,0,0,0,0,0,0,0,0,2024,22,119,17,158,2024.3076923076924,1.0,6.123233995736766e-17,0.9350162426854148,-0.35460488704253545,0,0,0,22,146,145,112,68,-20,-55,174,-115,51.142857142857146,0
2024-04-29,0,0,0,0,1,0,0,0,0,0,0,0,0,2024,29,126,18,159,2024.326923076923,1.0,6.123233995736766e-17,0.8854560256532099,-0.4647231720437685,0,0,0,29,153,152,119,75,-13,-48,181,-108,50.142857142857146,0
2024-05-06,0,0,0,0,0,1,0,0,0,0,0,0,0,2024,6,133,19,160,2024.3461538461538,0.8660254037844387,-0.4999999999999998,0.8229838658936565,-0.5680647467311557,0,0,1,36,160,159,126,82,-6,-41,-178,-101,49.142857142857146,0
2024-05-13,0,0,0,0,0,1,0,0,0,0,0,0,0,2024,13,140,20,161,2024.3653846153845,0.8660254037844387,-0.4999999999999998,0.7485107481711013,-0.663122658240795,0,0,1,43,167,166,133,89,1,-34,-171,-94,48.142857142857146,0
2024-05-20,0,0,0,0,0,1,0,0,0,0,0,0,0,2024,20,147,21,162,2024.3846153846155,0.8660254037844387,-0.4999999999999998,0.6631226582407952,-0.7485107481711012,0,0,0,50,174,173,140,96,8,-27,-164,-87,47.142857142857146,0
