store_nbr,item_nbr,family,class,perishable
16,402175,GROCERY I,1096,0
16,404332,GROCERY I,1044,0
16,404439,GROCERY I,1034,0
16,414454,GROCERY I,1084,0
16,414455,GROCERY I,1084,0
16,510054,GROCERY I,1072,0
16,510055,GROCERY I,1072,0
16,514172,BEVERAGES,1124,0
16,514445,LINGERIE,7034,0
16,1154749,GROCERY I,1034,0
16,1167175,GROCERY I,1016,0
16,1173210,CLEANING,3040,0
16,1176558,GROCERY I,1026,0
16,1176559,GROCERY I,1026,0
16,1178691,CLEANING,3020,0
16,1178696,CLEANING,3020,0
16,1178697,CLEANING,3020,0
16,1225771,GROCERY I,1016,0
16,1229469,PERSONAL CARE,4138,0
16,1229566,PERSONAL CARE,4118,0
16,1229642,PERSONAL CARE,4118,0
16,1229935,PERSONAL CARE,4138,0
16,1230060,PERSONAL CARE,4138,0
16,1230418,PERSONAL CARE,4130,0
16,1230461,PERSONAL CARE,4138,0
16,1231869,PERSONAL CARE,4176,0
16,1235364,GROCERY I,1092,0
16,1237005,GROCERY I,1036,0
16,1242670,GROCERY I,1094,0
16,1243803,BEVERAGES,1120,0
16,1243814,BEVERAGES,1122,0
16,1243816,BEVERAGES,1122,0
16,1246493,GROCERY I,1016,0
16,1246495,GROCERY I,1016,0
16,1246784,GROCERY I,1074,0
16,1246785,GROCERY I,1074,0
16,1253765,PERSONAL CARE,4114,0
16,1281011,BEVERAGES,1124,0
16,1281780,CLEANING,3024,0
16,1304243,CLEANING,3024,0
16,1306196,CLEANING,3020,0
16,1306197,CLEANING,3020,0
16,1306198,CLEANING,3020,0
16,1306199,CLEANING,3020,0
16,1309672,GROCERY I,1045,0
16,1309856,CLEANING,3020,0
16,1317095,GROCERY I,1026,0
16,1317096,GROCERY I,1026,0
16,1324667,GROCERY I,1094,0
16,1324668,GROCERY I,1094,0
16,1325324,CLEANING,3020,0
16,1328471,CLEANING,3016,0
16,1328495,BEVERAGES,1136,0
16,1331068,PERSONAL CARE,4138,0
16,1332103,PERSONAL CARE,4114,0
16,1333224,GROCERY I,1040,0
16,1333994,GROCERY I,1040,0
16,1335305,CLEANING,3040,0
16,1339879,FROZEN FOODS,2218,0
16,1339880,FROZEN FOODS,2218,0
16,1342003,GROCERY I,1014,0
16,1342006,GROCERY I,1014,0
16,1342007,GROCERY I,1014,0
16,1345067,GROCERY I,1030,0
16,1345070,GROCERY I,1030,0
16,1345072,GROCERY I,1030,0
16,1346621,GROCERY I,1078,0
16,1346625,CLEANING,3008,0
16,1346628,CLEANING,3008,0
16,1346632,CLEANING,3008,0
16,1346638,CLEANING,3008,0
16,1347811,GROCERY I,1040,0
16,1348983,GROCERY I,1080,0
16,1351227,GROCERY I,1040,0
16,1353969,CLEANING,3020,0
16,1354383,GROCERY I,1042,0
16,1354384,GROCERY I,1042,0
16,1354386,GROCERY I,1042,0
16,1354387,GROCERY I,1042,0
16,1354388,GROCERY I,1042,0
16,1354389,GROCERY I,1042,0
16,1354711,GROCERY I,1016,0
16,1359503,BEVERAGES,1120,0
16,1360010,HOME AND KITCHEN II,6329,0
16,1360012,HOME AND KITCHEN II,6329,0
16,1360013,HOME AND KITCHEN II,6329,0
16,1364636,HOME AND KITCHEN II,6338,0
16,1366212,HOME AND KITCHEN I,6257,0
16,1366213,HOME AND KITCHEN I,6257,0
16,1367273,HOME AND KITCHEN I,6212,0
16,1367438,HOME AND KITCHEN II,6330,0
16,1368456,HOME AND KITCHEN I,6267,0
16,1368479,HOME AND KITCHEN I,6269,0
16,1368480,HOME AND KITCHEN I,6269,0
16,1368488,HOME AND KITCHEN I,6269,0
16,1369793,HOME AND KITCHEN I,6238,0
16,1369972,HOME AND KITCHEN II,6330,0
16,1369973,HOME AND KITCHEN II,6330,0
16,1370025,HOME AND KITCHEN II,6338,0
16,1370542,HOME AND KITCHEN I,6223,0
16,1370564,HOME AND KITCHEN I,6269,0
16,1370568,HOME AND KITCHEN I,6269,0
16,1370574,HOME AND KITCHEN I,6269,0
16,1370587,HOME AND KITCHEN I,6269,0
16,1371395,HOME AND KITCHEN I,6246,0
16,1372511,HOME AND KITCHEN I,6206,0
16,1372563,HOME AND KITCHEN I,6260,0
16,1372566,HOME AND KITCHEN I,6232,0
16,1373031,HOME AND KITCHEN II,6330,0
16,1373037,HOME AND KITCHEN II,6350,0
16,1373394,HOME AND KITCHEN I,6232,0
16,1373444,HOME AND KITCHEN II,6330,0
16,1373944,HOME AND KITCHEN II,6328,0
16,1379151,HOME AND KITCHEN I,6257,0
16,1379154,HOME AND KITCHEN I,6257,0
16,1379158,HOME AND KITCHEN I,6257,0
16,1379194,HOME AND KITCHEN I,6269,0
16,1379210,HOME AND KITCHEN I,6269,0
16,1386120,HOME AND KITCHEN I,6246,0
16,1386250,HOME AND KITCHEN II,6330,0
16,1386506,HOME AND KITCHEN I,6206,0
16,1387609,HOME AND KITCHEN II,6301,0
16,1391408,GROCERY I,1046,0
16,1391548,GROCERY I,1076,0
16,1392628,PERSONAL CARE,4126,0
16,1394349,CLEANING,3008,0
16,1395693,GROCERY I,1028,0
16,1397060,BEVERAGES,1122,0
16,1397061,BEVERAGES,1122,0
16,1397067,CLEANING,3032,0
16,1399750,"LIQUOR,WINE,BEER",1318,0
16,1400328,CLEANING,3016,0
16,1400329,CLEANING,3016,0
16,1400332,CLEANING,3016,0
16,1400334,CLEANING,3016,0
16,1400826,HOME AND KITCHEN II,6352,0
16,1400846,HOME AND KITCHEN II,6352,0
16,1402017,CLEANING,3034,0
16,1404385,BEVERAGES,1124,0
16,1410764,HOME AND KITCHEN II,6344,0
16,1410768,HOME AND KITCHEN II,6344,0
16,1410769,HOME AND KITCHEN II,6344,0
16,1410850,HOME AND KITCHEN II,6353,0
16,1412115,PERSONAL CARE,4139,0
16,1412392,"LIQUOR,WINE,BEER",1318,0
16,1416362,CLEANING,3034,0
16,1418844,GROCERY I,1004,0
16,1418845,GROCERY I,1004,0
16,1430040,BEVERAGES,1120,0
16,1430041,BEVERAGES,1120,0
16,1430081,HOME AND KITCHEN I,6258,0
16,1430082,HOME AND KITCHEN I,6258,0
16,1430083,HOME AND KITCHEN I,6258,0
16,1441513,GROCERY I,1008,0
16,1441514,GROCERY I,1008,0
16,1441516,GROCERY I,1008,0
16,1444598,GROCERY I,1008,0
16,1444600,PERSONAL CARE,4104,0
16,1444615,GROCERY I,1094,0
16,1445281,GROCERY I,1040,0
16,1447815,CLEANING,3014,0
16,1455790,CLEANING,3040,0
16,1456346,MAGAZINES,5224,0
16,1456909,HOME CARE,3108,0
16,1456912,HOME CARE,3110,0
16,1456916,HOME CARE,3110,0
16,1456952,HOME CARE,3102,0
16,1456996,HOME CARE,3106,0
16,1456997,HOME CARE,3106,0
16,1457005,HOME CARE,3106,0
16,1457012,HOME CARE,3108,0
16,1457039,HOME CARE,3110,0
16,1457160,HOME CARE,3104,0
16,1457178,HOME CARE,3106,0
16,1457180,HOME CARE,3106,0
16,1457181,HOME CARE,3106,0
16,1457182,HOME CARE,3106,0
16,1457185,HOME CARE,3106,0
16,1457199,HOME CARE,3108,0
16,1457201,HOME CARE,3108,0
16,1457202,HOME CARE,3108,0
16,1457217,HOME CARE,3110,0
16,1457228,HOME CARE,3110,0
16,1457231,HOME CARE,3110,0
16,1457240,HOME CARE,3110,0
16,1457256,HOME CARE,3110,0
16,1457333,HOME CARE,3106,0
16,1457335,HOME CARE,3106,0
16,1457344,HOME CARE,3106,0
16,1457396,HOME CARE,3106,0
16,1457416,HOME CARE,3110,0
16,1457417,HOME CARE,3110,0
16,1457518,GROCERY I,1008,0
16,1459058,GROCERY I,1022,0
16,1459225,"LIQUOR,WINE,BEER",1310,0
16,1459514,CLEANING,3034,0
16,1459515,CLEANING,3034,0
16,1460018,CLEANING,3034,0
16,1460019,CLEANING,3034,0
16,1463483,BEVERAGES,1116,0
16,1463507,BEVERAGES,1118,0
16,1463566,BEVERAGES,1190,0
16,1463594,BEVERAGES,1190,0
16,1463595,BEVERAGES,1190,0
16,1463604,BEVERAGES,1190,0
16,1463609,BEVERAGES,1190,0
16,1463610,BEVERAGES,1190,0
16,1463620,BEVERAGES,1114,0
16,1463625,BEVERAGES,1118,0
16,1463693,BEVERAGES,1190,0
16,1463765,BEVERAGES,1190,0
16,1463767,BEVERAGES,1114,0
16,1463769,BEVERAGES,1114,0
16,1463771,BEVERAGES,1114,0
16,1463772,BEVERAGES,1114,0
16,1463773,BEVERAGES,1114,0
16,1463783,BEVERAGES,1114,0
16,1463787,BEVERAGES,1116,0
16,1463788,BEVERAGES,1116,0
16,1463789,BEVERAGES,1116,0
16,1463790,BEVERAGES,1116,0
16,1463791,BEVERAGES,1116,0
16,1463797,BEVERAGES,1118,0
16,1463799,BEVERAGES,1118,0
16,1463800,BEVERAGES,1118,0
16,1463805,BEVERAGES,1146,0
16,1463806,BEVERAGES,1146,0
16,1463814,BEVERAGES,1148,0
16,1463819,BEVERAGES,1148,0
16,1463855,BEVERAGES,1148,0
16,1463857,BEVERAGES,1148,0
16,1463860,BEVERAGES,1148,0
16,1463862,BEVERAGES,1148,0
16,1463865,BEVERAGES,1148,0
16,1463866,BEVERAGES,1148,0
16,1463888,BEVERAGES,1144,0
16,1463900,BEVERAGES,1144,0
16,1463914,BEVERAGES,1114,0
16,1463992,BEVERAGES,1144,0
16,1463993,BEVERAGES,1144,0
16,1463995,BEVERAGES,1148,0
16,1463998,BEVERAGES,1148,0
16,1464002,BEVERAGES,1148,0
16,1464008,BEVERAGES,1148,0
16,1464025,BEVERAGES,1148,0
16,1464028,BEVERAGES,1148,0
16,1464035,BEVERAGES,1148,0
16,1464039,BEVERAGES,1116,0
16,1464065,BEVERAGES,1190,0
16,1464066,BEVERAGES,1190,0
16,1464070,BEVERAGES,1190,0
16,1464072,BEVERAGES,1190,0
16,1464076,BEVERAGES,1190,0
16,1464081,BEVERAGES,1190,0
16,1464088,BEVERAGES,1144,0
16,1464094,BEVERAGES,1148,0
16,1464095,BEVERAGES,1148,0
16,1464097,BEVERAGES,1148,0
16,1464133,BEVERAGES,1146,0
16,1464137,BEVERAGES,1190,0
16,1464198,BEVERAGES,1190,0
16,1464205,BEVERAGES,1190,0
16,1464207,BEVERAGES,1114,0
16,1464217,BEVERAGES,1116,0
16,1464218,BEVERAGES,1116,0
16,1464238,BEVERAGES,1144,0
16,1464256,BEVERAGES,1114,0
16,1464309,BEVERAGES,1115,0
16,1464312,BEVERAGES,1114,0
16,1464907,BEVERAGES,1144,0
16,1466047,BEVERAGES,1114,0
16,1466049,BEVERAGES,1114,0
16,1466077,BEVERAGES,1118,0
16,1466819,CLEANING,3018,0
16,1466832,HOME CARE,3106,0
16,1471916,PET SUPPLIES,6516,0
16,1471956,BEAUTY,4252,0
16,1472433,GROCERY I,1074,0
16,1472451,PERSONAL CARE,4126,0
16,1472453,PERSONAL CARE,4126,0
16,1490588,BABY CARE,6022,0
16,1532032,PLAYERS AND ELECTRONICS,5446,0
16,1575223,PLAYERS AND ELECTRONICS,5446,0
16,1575231,PLAYERS AND ELECTRONICS,5446,0
16,1575235,PLAYERS AND ELECTRONICS,5446,0
16,1575239,PLAYERS AND ELECTRONICS,5446,0
16,1575240,PLAYERS AND ELECTRONICS,5446,0
16,1576314,CELEBRATION,5324,0
16,1576315,CELEBRATION,5324,0
16,1576317,CELEBRATION,5324,0
16,1576321,CELEBRATION,5324,0
16,1583407,SCHOOL AND OFFICE SUPPLIES,6404,0
16,1583522,SCHOOL AND OFFICE SUPPLIES,6448,0
16,1583523,SCHOOL AND OFFICE SUPPLIES,6448,0
16,1583526,SCHOOL AND OFFICE SUPPLIES,6448,0
16,1583544,SCHOOL AND OFFICE SUPPLIES,6448,0
16,1673264,SCHOOL AND OFFICE SUPPLIES,6412,0
16,1900715,PERSONAL CARE,4126,0
16,1903717,SCHOOL AND OFFICE SUPPLIES,6426,0
16,1904678,BEVERAGES,1138,0
16,1905639,GROCERY I,1028,0
16,1909408,CLEANING,3038,0
16,1909409,CLEANING,3038,0
16,1909412,HOME CARE,3106,0
16,1909724,HOME AND KITCHEN I,6230,0
16,1909748,HOME AND KITCHEN I,6222,0
16,1909754,HOME AND KITCHEN II,6392,0
16,1909755,HOME AND KITCHEN II,6392,0
16,1909901,HOME AND KITCHEN II,6393,0
16,1913230,CLEANING,3020,0
16,1913258,CLEANING,3032,0
16,1913604,PERSONAL CARE,4118,0
16,1914277,BEVERAGES,1136,0
16,1914278,BEVERAGES,1136,0
16,1914279,BEVERAGES,1136,0
16,1914280,BEVERAGES,1136,0
16,1914786,BEVERAGES,1120,0
16,1915000,PERSONAL CARE,4122,0
16,1918621,BEVERAGES,1146,0
16,1919937,GROCERY I,1016,0
16,1919977,GROCERY I,1016,0
16,1920016,GROCERY I,1016,0
16,1920069,GROCERY I,1016,0
16,1920072,GROCERY I,1016,0
16,1920084,GROCERY I,1016,0
16,1920095,GROCERY I,1016,0
16,1920107,GROCERY I,1016,0
16,1920141,GROCERY I,1016,0
16,1920145,GROCERY I,1016,0
16,1924661,CLEANING,3018,0
16,1926107,BEVERAGES,1148,0
16,1929795,GROCERY I,1016,0
16,1929797,GROCERY I,1016,0
16,1930065,GROCERY I,1028,0
16,1930967,GROCERY I,1004,0
16,1931046,PET SUPPLIES,6516,0
16,1931047,PET SUPPLIES,6516,0
16,1935388,BEAUTY,4255,0
16,1935601,GROCERY I,1004,0
16,1936629,GROCERY I,1034,0
16,1936931,BEVERAGES,1124,0
16,1937039,BEVERAGES,1124,0
16,1937350,GROCERY I,1002,0
16,1937662,GROCERY I,1034,0
16,1943149,CLEANING,3032,0
16,1948448,BEVERAGES,1124,0
16,1948483,BEVERAGES,1124,0
16,1950263,GROCERY I,1030,0
16,1950301,MAGAZINES,5222,0
16,1950658,GROCERY I,1096,0
16,1954510,GROCERY I,1072,0
16,1954766,HOME AND KITCHEN I,6269,0
16,1958177,BEVERAGES,1142,0
16,1958186,BEVERAGES,1142,0
16,1958187,BEVERAGES,1142,0
16,1958210,BEVERAGES,1142,0
16,1958216,BEVERAGES,1142,0
16,1958217,BEVERAGES,1142,0
16,1958245,BEVERAGES,1142,0
16,1958249,BEVERAGES,1142,0
16,1958252,BEVERAGES,1142,0
16,1960304,GROCERY I,1032,0
16,1963324,PLAYERS AND ELECTRONICS,5446,0
16,1963330,PLAYERS AND ELECTRONICS,5446,0
16,1963348,PLAYERS AND ELECTRONICS,5446,0
16,1963540,GROCERY I,1040,0
16,1963591,CLEANING,3004,0
16,1963606,PERSONAL CARE,4114,0
16,1964738,BEVERAGES,1126,0
16,1965074,CLEANING,3060,0
16,1965358,BEAUTY,4228,0
16,1965732,CLEANING,3020,0
16,1965853,GROCERY I,1016,0
16,1965878,GROCERY I,1016,0
16,1967150,GROCERY I,1040,0
16,1967566,GROCERY I,1040,0
16,1968938,CLEANING,3038,0
16,1969477,AUTOMOTIVE,6848,0
16,1969485,AUTOMOTIVE,6848,0
16,1969899,AUTOMOTIVE,6848,0
16,1970094,AUTOMOTIVE,6848,0
16,1970428,GROCERY I,1026,0
16,1971255,BEVERAGES,1124,0
16,1971730,HOME AND KITCHEN I,6242,0
16,1971792,HOME AND KITCHEN I,6242,0
16,1972039,HOME AND KITCHEN I,6242,0
16,1972227,HOME AND KITCHEN I,6242,0
16,1972587,HOME AND KITCHEN I,6242,0
16,1972601,HOME AND KITCHEN I,6242,0
16,1972673,HOME AND KITCHEN I,6242,0
16,1972822,HOME AND KITCHEN I,6242,0
16,1973606,GROCERY I,1026,0
16,1973919,BEVERAGES,1124,0
16,1974921,BEVERAGES,1118,0
16,1975439,GROCERY I,1034,0
16,1975562,GROCERY I,1034,0
16,1975571,GROCERY I,1034,0
16,1975578,GROCERY I,1034,0
16,1975598,GROCERY I,1034,0
16,1976186,BEVERAGES,1124,0
16,1976260,BEVERAGES,1124,0
16,1977218,GROCERY I,1034,0
16,1980755,BEVERAGES,1120,0
16,1981607,GROCERY I,1014,0
16,1981836,PERSONAL CARE,4162,0
16,1981900,PERSONAL CARE,4138,0
16,1986760,HOME CARE,3110,0
16,1986825,HOME CARE,3110,0
16,1987120,GROCERY I,1040,0
16,1987152,GROCERY I,1040,0
16,1987383,GROCERY I,1016,0
16,1987709,GROCERY I,1016,0
16,1988377,HOME AND KITCHEN I,6248,0
16,1988975,HOME AND KITCHEN I,6241,0
16,1990061,BEVERAGES,1144,0
16,1990612,BEVERAGES,1124,0
16,1991097,HOME AND KITCHEN I,6206,0
16,1991151,GROCERY I,1048,0
16,1991217,GROCERY I,1056,0
16,1992672,GROCERY I,1034,0
16,1994926,GROCERY I,1086,0
16,1997781,CLEANING,3010,0
16,1998945,HOME CARE,3110,0
16,1999775,CLEANING,3046,0
16,2000482,BEVERAGES,1120,0
16,2001209,CLEANING,3040,0
16,2001632,GROCERY I,1054,0
16,2002445,PERSONAL CARE,4126,0
16,2003392,HOME AND KITCHEN I,6253,0
16,2003409,GROCERY I,1036,0
16,2003709,BEVERAGES,1124,0
16,2004754,GROCERY I,1040,0
16,2005877,GROCERY I,1016,0
16,2006144,HOME AND KITCHEN II,6353,0
16,2007265,MAGAZINES,5244,0
16,2008571,BEVERAGES,1138,0
16,2009827,GROCERY I,1028,0
16,2010370,GROCERY I,1072,0
16,2010428,GROCERY I,1032,0
16,2010652,GROCERY I,1032,0
16,2010743,GROCERY I,1032,0
16,2010766,GROCERY I,1072,0
16,2010779,GROCERY I,1032,0
16,2010880,GROCERY I,1032,0
16,2010918,GROCERY I,1032,0
16,2010959,GROCERY I,1050,0
16,2010989,GROCERY I,1068,0
16,2011008,GROCERY I,1032,0
16,2011032,FROZEN FOODS,2226,0
16,2011073,GROCERY I,1032,0
16,2011080,GROCERY I,1072,0
16,2011105,GROCERY I,1082,0
16,2011155,GROCERY I,1032,0
16,2011218,GROCERY I,1082,0
16,2011220,GROCERY I,1032,0
16,2011243,GROCERY I,1032,0
16,2011328,GROCERY I,1072,0
16,2011399,GROCERY I,1050,0
16,2011463,GROCERY I,1052,0
16,2011872,GROCERY I,1084,0
16,2012410,BEVERAGES,1148,0
16,2013309,BEVERAGES,1114,0
16,2013450,BEVERAGES,1114,0
16,2013632,BEVERAGES,1124,0
16,2014053,BEVERAGES,1120,0
16,2014085,BEVERAGES,1116,0
16,2014094,BEVERAGES,1120,0
16,2015815,BEVERAGES,1136,0
16,2016407,BEVERAGES,1132,0
16,2016419,BEVERAGES,1132,0
16,2016642,CLEANING,3046,0
16,2016738,FROZEN FOODS,2208,0
16,2017202,CLEANING,3032,0
16,2017241,CLEANING,3032,0
16,2018273,BEVERAGES,1124,0
16,2018358,BEVERAGES,1124,0
16,2018397,BEVERAGES,1124,0
16,2018471,BEVERAGES,1124,0
16,2026312,GROCERY I,1016,0
16,2026454,GROCERY I,1034,0
16,2026501,GROCERY I,1034,0
16,2026631,GROCERY I,1060,0
16,2026650,GROCERY I,1034,0
16,2026683,GROCERY I,1034,0
16,2026801,GROCERY I,1060,0
16,2026945,GROCERY I,1034,0
16,2027203,GROCERY I,1034,0
16,2028696,BEVERAGES,1118,0
16,2028810,BEVERAGES,1118,0
16,2029467,BEVERAGES,1126,0
16,2029519,BEVERAGES,1126,0
16,2032488,BEVERAGES,1132,0
16,2035581,CLEANING,3040,0
16,2040862,BEVERAGES,1120,0
16,2043795,BEVERAGES,1126,0
16,2045162,PERSONAL CARE,4138,0
16,2047159,"LIQUOR,WINE,BEER",1318,0
16,2047211,"LIQUOR,WINE,BEER",1318,0
16,2047496,BEVERAGES,1136,0
16,2047508,BEVERAGES,1122,0
16,2048141,GROCERY I,1016,0
16,2048163,GROCERY I,1016,0
16,2048164,GROCERY I,1016,0
16,2048242,GROCERY I,1016,0
16,2048246,GROCERY I,1016,0
16,2048271,GROCERY I,1016,0
16,2048300,GROCERY I,1016,0
16,2048313,GROCERY I,1016,0
16,2048323,GROCERY I,1016,0
16,2048374,GROCERY I,1016,0
16,2048399,GROCERY I,1016,0
16,2048421,GROCERY I,1016,0
16,2048596,GROCERY I,1016,0
16,2048624,GROCERY I,1016,0
16,2048674,GROCERY I,1016,0
16,2051064,PERSONAL CARE,4118,0
16,2053751,BEVERAGES,1124,0
16,2056557,GROCERY I,1004,0
16,2057033,BEVERAGES,1126,0
16,2057387,SCHOOL AND OFFICE SUPPLIES,6482,0
16,2057442,BEVERAGES,1126,0
16,2058758,BEVERAGES,1136,0
16,2059342,HOME CARE,3106,0
16,2059647,HOME CARE,3106,0
16,2059799,HOME CARE,3106,0
16,2060787,BEVERAGES,1126,0
16,2060793,BEVERAGES,1142,0
16,2060910,BEVERAGES,1126,0
16,2062477,BEVERAGES,1118,0
16,2067056,GROCERY I,1016,0
16,2083859,BEVERAGES,1118,0
16,2084278,BEVERAGES,1122,0
16,2101795,BEAUTY,4222,0
16,2103250,BEAUTY,4254,0
16,2108569,GROCERY I,1086,0
16,2109909,GROCERY I,1074,0
16,2110456,BEVERAGES,1120,0
16,2111684,BEVERAGES,1120,0
17,103501,CLEANING,3008,0
17,105575,GROCERY I,1045,0
17,105576,GROCERY I,1045,0
17,106716,GROCERY I,1032,0
17,108797,GROCERY I,1004,0
17,108952,CLEANING,3024,0
17,111223,GROCERY I,1034,0
17,111397,GROCERY I,1072,0
17,112830,GROCERY I,1044,0
17,114778,GROCERY I,1016,0
17,114799,PERSONAL CARE,4126,0
17,115267,CLEANING,3034,0
17,115611,GROCERY I,1014,0
17,115693,GROCERY I,1040,0
17,115891,GROCERY I,1016,0
17,115893,GROCERY I,1016,0
17,115894,GROCERY I,1016,0
17,116017,GROCERY I,1072,0
17,155610,GROCERY I,1034,0
17,162066,GROCERY I,1048,0
17,165594,GROCERY I,1014,0
17,165693,GROCERY I,1066,0
17,165705,GROCERY I,1016,0
17,171890,CLEANING,3004,0
17,250782,HOME APPLIANCES,6155,0
17,255161,GROCERY I,1034,0
17,260893,GROCERY I,1072,0
17,308766,CLEANING,3026,0
17,406965,CLEANING,3015,0
17,414305,BEVERAGES,1124,0
17,414353,GROCERY I,1014,0
17,414421,GROCERY I,1040,0
17,1047702,BEVERAGES,1122,0
17,1047709,BEVERAGES,1122,0
17,1047717,BEVERAGES,1122,0
17,1047751,BEVERAGES,1126,0
17,1047752,BEVERAGES,1126,0
17,1047756,BEVERAGES,1126,0
17,1047757,BEVERAGES,1126,0
17,1047758,BEVERAGES,1126,0
17,1089044,CLEANING,3020,0
17,1089045,CLEANING,3020,0
17,1089046,CLEANING,3020,0
17,1089820,GROCERY I,1002,0
17,1091369,GROCERY I,1016,0
17,1094235,GROCERY I,1028,0
17,1102970,BEVERAGES,1122,0
17,1102971,BEVERAGES,1122,0
17,1104598,PERSONAL CARE,4114,0
17,1104599,PERSONAL CARE,4114,0
17,1104725,BEVERAGES,1132,0
17,1105211,GROCERY I,1074,0
17,1105212,GROCERY I,1074,0
17,1105214,GROCERY I,1074,0
17,1114903,CLEANING,3034,0
17,1114914,CLEANING,3038,0
17,1159415,GROCERY I,1040,0
17,1162934,GROCERY I,1034,0
17,1165989,GROCERY I,1028,0
17,1166036,GROCERY I,1016,0
17,1167754,GROCERY I,1034,0
17,1168717,GROCERY I,1026,0
17,1490588,BABY CARE,6022,0
17,1576262,CELEBRATION,5324,0
17,1576317,CELEBRATION,5324,0
17,1576321,CELEBRATION,5324,0
17,1583523,SCHOOL AND OFFICE SUPPLIES,6448,0
17,1583526,SCHOOL AND OFFICE SUPPLIES,6448,0
17,1584295,LADIESWEAR,7780,0
17,1717269,SCHOOL AND OFFICE SUPPLIES,6414,0
17,1717271,SCHOOL AND OFFICE SUPPLIES,6414,0
17,1899450,GROCERY I,1026,0
17,1900715,PERSONAL CARE,4126,0
17,1903391,HARDWARE,6706,0
17,1903428,AUTOMOTIVE,6808,0
17,1903717,SCHOOL AND OFFICE SUPPLIES,6426,0
17,1909408,CLEANING,3038,0
17,1909411,HOME CARE,3106,0
17,1909412,HOME CARE,3106,0
17,1909482,HOME AND KITCHEN II,6392,0
17,1909729,HOME AND KITCHEN II,6392,0
17,1909754,HOME AND KITCHEN II,6392,0
17,1909755,HOME AND KITCHEN II,6392,0
17,1909901,HOME AND KITCHEN II,6393,0
17,1910055,GROCERY I,1092,0
17,1912671,GROCERY I,1062,0
17,1913230,CLEANING,3020,0
17,1913258,CLEANING,3032,0
17,1913595,PERSONAL CARE,4118,0
17,1913599,PERSONAL CARE,4118,0
17,1913600,PERSONAL CARE,4118,0
17,1913604,PERSONAL CARE,4118,0
17,1914278,BEVERAGES,1136,0
17,1914280,BEVERAGES,1136,0
17,1916208,GROCERY I,1026,0
17,1916209,GROCERY I,1026,0
17,1918621,BEVERAGES,1146,0
17,1919937,GROCERY I,1016,0
17,1919977,GROCERY I,1016,0
17,1920045,GROCERY I,1016,0
17,1920046,GROCERY I,1016,0
17,1920057,GROCERY I,1016,0
17,1920067,GROCERY I,1016,0
17,1920080,GROCERY I,1016,0
17,1920084,GROCERY I,1016,0
17,1920095,GROCERY I,1016,0
17,1920107,GROCERY I,1016,0
17,1920117,GROCERY I,1016,0
17,1920141,GROCERY I,1016,0
17,1920145,GROCERY I,1016,0
17,1922657,PERSONAL CARE,4114,0
17,1924661,CLEANING,3018,0
17,1926106,BEVERAGES,1148,0
17,1929795,GROCERY I,1016,0
17,1929797,GROCERY I,1016,0
17,1931046,PET SUPPLIES,6516,0
17,1932493,BEVERAGES,1122,0
17,1935388,BEAUTY,4255,0
17,1935601,GROCERY I,1004,0
17,1936629,GROCERY I,1034,0
17,1936931,BEVERAGES,1124,0
17,1937039,BEVERAGES,1124,0
17,1937611,GROCERY I,1034,0
17,1938600,BEVERAGES,1124,0
17,1939144,HOME CARE,3106,0
17,1943149,CLEANING,3032,0
17,1943435,BEVERAGES,1114,0
17,1944899,BEVERAGES,1118,0
17,1948448,BEVERAGES,1124,0
17,1949898,GROCERY I,1026,0
17,1950301,MAGAZINES,5222,0
17,1950658,GROCERY I,1096,0
17,1954766,HOME AND KITCHEN I,6269,0
17,1958166,BEVERAGES,1142,0
17,1958179,BEVERAGES,1142,0
17,1958181,BEVERAGES,1142,0
17,1958185,BEVERAGES,1142,0
17,1958186,BEVERAGES,1142,0
17,1958187,BEVERAGES,1142,0
17,1958189,BEVERAGES,1142,0
17,1958191,BEVERAGES,1142,0
17,1958202,BEVERAGES,1142,0
17,1958217,BEVERAGES,1142,0
17,1958226,BEVERAGES,1142,0
17,1958231,BEVERAGES,1142,0
17,1958238,BEVERAGES,1142,0
17,1958245,BEVERAGES,1142,0
17,1958249,BEVERAGES,1142,0
17,1958252,BEVERAGES,1142,0
17,1959817,CLEANING,3040,0
17,1960304,GROCERY I,1032,0
17,1963348,PLAYERS AND ELECTRONICS,5446,0
17,1963363,PLAYERS AND ELECTRONICS,5446,0
17,1963404,CELEBRATION,5308,0
17,1963606,PERSONAL CARE,4114,0
17,1963892,GROCERY I,1040,0
17,1964738,BEVERAGES,1126,0
17,1964850,BEVERAGES,1120,0
17,1965732,CLEANING,3020,0
17,1965853,GROCERY I,1016,0
17,1965878,GROCERY I,1016,0
17,1966995,BEVERAGES,1124,0
17,1967150,GROCERY I,1040,0
17,1967566,GROCERY I,1040,0
17,1968666,PERSONAL CARE,4176,0
17,1968938,CLEANING,3038,0
17,1969477,AUTOMOTIVE,6848,0
17,1969863,AUTOMOTIVE,6848,0
17,1969899,AUTOMOTIVE,6848,0
17,1970094,AUTOMOTIVE,6848,0
17,1970428,GROCERY I,1026,0
17,1971317,BEVERAGES,1122,0
17,1971365,BEVERAGES,1124,0
17,1971730,HOME AND KITCHEN I,6242,0
17,1971792,HOME AND KITCHEN I,6242,0
17,1972138,HOME AND KITCHEN I,6242,0
17,1972227,HOME AND KITCHEN I,6242,0
17,1972316,HOME AND KITCHEN I,6242,0
